"Pedantic 1.0.0", 3185
"Weiss 1.3", 3145
"Clarity 3.0.0", 3140
"Alexandria 2.3", 3131
"Midnight 7", 3106
"Stash 28.0", 3091
"Simbelmyne 1.9.0", 3091
"Lambergar 0.6.0", 3090
"Winter 0.8", 3078
"Altair 4.0.0", 3071
"Akimbo 0.5.0", 3059
